class,original_path,generated_path
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (111).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (111).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (112).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (112).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (113).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (113).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (114).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (114).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (115).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (115).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (116).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (116).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (117).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (117).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (118).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (118).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (119).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (119).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (12).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (12).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (120).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (120).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (121).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (121).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (122).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (122).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (123).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (123).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (124).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (124).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (125).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (125).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (126).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (126).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (127).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (127).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (128).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (128).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (129).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (129).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (13).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (13).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (130).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (130).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (131).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (131).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (132).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (132).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (133).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (133).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (134).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (134).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (135).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (135).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (136).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (136).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (137).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (137).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (138).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (138).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (139).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (139).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (14).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (14).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (140).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (140).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (141).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (141).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (142).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (142).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (143).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (143).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (144).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (144).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (145).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (145).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (146).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (146).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (147).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (147).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (148).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (148).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (149).JPG,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (149).JPG
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (15).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (15).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (150).JPG,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (150).JPG
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (151).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (151).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (152).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (152).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (153).JPG,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (153).JPG
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (154).JPG,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (154).JPG
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (156).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (156).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (157).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (157).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (158).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (158).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (159).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (159).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (16).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (16).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (160).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (160).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (162).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (162).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (163).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (163).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (164).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (164).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (165).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (165).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (166).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (166).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (167).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (167).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (168).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (168).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (169).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (169).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (17).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (17).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (170).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (170).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (172).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (172).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (173).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (173).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (174).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (174).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (176).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (176).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (177).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (177).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (178).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (178).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (179).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (179).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (18).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (18).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (180).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (180).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (181).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (181).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (182).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (182).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (183).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (183).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (184).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (184).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (185).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (185).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (187).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (187).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (188).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (188).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (189).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (189).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (19).JPG,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (19).JPG
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (190).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (190).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (191).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (191).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (193).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (193).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (194).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (194).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (195).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (195).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (196).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (196).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (197).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (197).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (198).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (198).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (199).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (199).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (2).jpg,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (2).jpg
Clean,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\Solar_panel_Images\Clean\Cleaan (20).JPG,C:\Users\raghad\OneDrive\Desktop\Senior_Project\graduation-project\CV\OUT_AUG\Clean\Cleaan (20).JPG
