timestamp,voltage,current,temperature
2026-01-10 18:47:24,18.78,0.13,23.21
2026-01-10 19:02:24,19.19,0.06,25.78
2026-01-10 19:17:24,18.34,0.1,26.95
2026-01-10 19:32:24,18.1,0.06,28.85
2026-01-10 19:47:24,18.97,0.03,29.14
2026-01-10 20:02:24,18.71,0.0,26.25
2026-01-10 20:17:24,18.43,0.15,24.92
2026-01-10 20:32:24,18.5,0.05,29.26
2026-01-10 20:47:24,18.11,0.08,25.2
2026-01-10 21:02:24,18.71,0.04,26.46
2026-01-10 21:17:24,18.67,0.0,23.73
2026-01-10 21:32:24,18.6,0.09,27.88
2026-01-10 21:47:24,18.67,0.0,24.53
2026-01-10 22:02:24,18.01,0.06,23.19
2026-01-10 22:17:24,18.63,0.1,25.71
2026-01-10 22:32:24,18.4,0.05,26.3
2026-01-10 22:47:24,18.86,0.0,25.95
2026-01-10 23:02:24,18.18,0.1,26.03
2026-01-10 23:17:24,18.41,0.04,27.57
2026-01-10 23:32:24,18.03,0.03,26.21
2026-01-10 23:47:24,18.22,0.0,27.13
2026-01-11 00:02:24,19.12,0.0,23.89
2026-01-11 00:17:24,18.87,0.12,22.75
2026-01-11 00:32:24,18.27,0.0,24.77
2026-01-11 00:47:24,18.2,0.0,19.51
2026-01-11 01:02:24,18.74,0.06,20.5
2026-01-11 01:17:24,18.03,0.0,27.15
2026-01-11 01:32:24,18.54,0.2,27.39
2026-01-11 01:47:24,18.19,0.07,25.72
2026-01-11 02:02:24,19.13,0.14,21.2
2026-01-11 02:17:24,18.81,0.0,18.64
2026-01-11 02:32:24,17.78,0.04,21.77
2026-01-11 02:47:24,17.97,0.0,19.87
2026-01-11 03:02:24,18.26,0.0,25.18
2026-01-11 03:17:24,18.32,0.0,24.66
2026-01-11 03:32:24,18.6,0.13,21.28
2026-01-11 03:47:24,18.6,0.0,22.9
2026-01-11 04:02:24,18.66,0.0,24.42
2026-01-11 04:17:24,18.89,0.0,18.76
2026-01-11 04:32:24,18.4,0.0,19.37
2026-01-11 04:47:24,18.99,0.0,26.37
2026-01-11 05:02:24,18.2,0.06,22.3
2026-01-11 05:17:24,18.69,0.08,23.16
2026-01-11 05:32:24,18.59,0.16,31.55
2026-01-11 05:47:24,17.82,0.0,22.61
2026-01-11 06:02:24,18.43,0.07,26.28
2026-01-11 06:17:24,18.83,0.23,32.16
2026-01-11 06:32:24,18.4,0.17,19.47
2026-01-11 06:47:24,18.27,0.55,21.03
2026-01-11 07:02:24,18.96,0.7,22.02
2026-01-11 07:17:24,18.53,0.86,27.46
2026-01-11 07:32:24,18.72,0.92,36.74
2026-01-11 07:47:24,18.4,0.52,27.81
2026-01-11 08:02:24,18.5,1.34,35.33
2026-01-11 08:17:24,19.06,1.53,31.57
2026-01-11 08:32:24,18.48,1.55,34.52
2026-01-11 08:47:24,18.49,1.6,33.91
2026-01-11 09:02:24,18.53,1.97,38.64
2026-01-11 09:17:24,18.79,1.9,42.92
2026-01-11 09:32:24,18.49,1.97,39.4
2026-01-11 09:47:24,19.56,1.83,40.94
2026-01-11 10:02:24,18.9,2.3,40.34
2026-01-11 10:17:24,18.19,2.03,41.57
2026-01-11 10:32:24,19.1,2.55,41.66
2026-01-11 10:47:24,19.18,2.45,43.75
2026-01-11 11:02:24,18.42,2.2,35.54
2026-01-11 11:17:24,18.95,2.34,39.58
2026-01-11 11:32:24,18.92,2.38,38.29
2026-01-11 11:47:24,18.58,2.97,46.99
2026-01-11 12:02:24,18.48,2.6,41.7
2026-01-11 12:17:24,19.0,2.32,42.65
2026-01-11 12:32:24,18.68,2.53,41.96
2026-01-11 12:47:24,18.69,2.12,39.74
2026-01-11 13:02:24,18.78,2.35,41.09
2026-01-11 13:17:24,18.96,2.68,38.43
2026-01-11 13:32:24,18.85,2.26,40.15
2026-01-11 13:47:24,18.85,2.19,39.67
2026-01-11 14:02:24,18.97,1.87,31.74
2026-01-11 14:17:24,19.48,2.25,41.54
2026-01-11 14:32:24,18.96,1.86,43.05
2026-01-11 14:47:24,18.58,1.75,32.38
2026-01-11 15:02:24,18.53,1.32,33.57
2026-01-11 15:17:24,18.92,1.51,32.77
2026-01-11 15:32:24,18.68,1.6,31.01
2026-01-11 15:47:24,19.42,1.43,33.37
2026-01-11 16:02:24,18.88,1.11,26.23
2026-01-11 16:17:24,18.37,1.28,36.03
2026-01-11 16:32:24,18.79,1.0,35.51
2026-01-11 16:47:24,18.75,0.75,25.2
2026-01-11 17:02:24,18.6,0.79,31.45
2026-01-11 17:17:24,18.91,0.47,25.8
2026-01-11 17:32:24,18.25,0.1,27.89
2026-01-11 17:47:24,18.54,0.18,25.17
2026-01-11 18:02:24,18.67,0.03,22.27
2026-01-11 18:17:24,18.76,0.09,27.14
2026-01-11 18:32:24,18.18,0.0,30.21
2026-01-11 18:47:24,18.7,0.05,23.39
2026-01-11 19:02:24,18.31,0.09,24.38
2026-01-11 19:17:24,18.13,0.15,26.45
2026-01-11 19:32:24,18.61,0.07,26.25
2026-01-11 19:47:24,18.73,0.01,26.49
2026-01-11 20:02:24,18.7,0.12,20.68
2026-01-11 20:17:24,18.85,0.12,24.95
2026-01-11 20:32:24,18.45,0.0,26.57
2026-01-11 20:47:24,18.18,0.2,22.72
2026-01-11 21:02:24,19.0,0.0,25.83
2026-01-11 21:17:24,18.23,0.0,29.26
2026-01-11 21:32:24,18.36,0.04,25.48
2026-01-11 21:47:24,18.46,0.0,27.31
2026-01-11 22:02:24,18.2,0.0,23.0
2026-01-11 22:17:24,18.55,0.0,28.56
2026-01-11 22:32:24,18.31,0.19,24.14
2026-01-11 22:47:24,18.69,0.04,26.01
2026-01-11 23:02:24,18.57,0.0,29.16
2026-01-11 23:17:24,18.49,0.0,21.1
2026-01-11 23:32:24,18.31,0.0,30.33
2026-01-11 23:47:24,18.08,0.0,27.86
2026-01-12 00:02:24,18.3,0.06,24.44
2026-01-12 00:17:24,18.24,0.05,23.31
2026-01-12 00:32:24,18.62,0.04,28.84
2026-01-12 00:47:24,18.21,0.06,25.3
2026-01-12 01:02:24,18.6,0.0,26.88
2026-01-12 01:17:24,18.51,0.03,25.3
2026-01-12 01:32:24,18.33,0.0,27.09
2026-01-12 01:47:24,18.67,0.0,21.69
2026-01-12 02:02:24,18.6,0.0,25.83
2026-01-12 02:17:24,18.28,0.0,20.61
2026-01-12 02:32:24,18.02,0.0,27.3
2026-01-12 02:47:24,18.0,0.0,27.62
2026-01-12 03:02:24,18.49,0.0,25.42
2026-01-12 03:17:24,18.65,0.02,22.71
2026-01-12 03:32:24,18.09,0.02,26.42
2026-01-12 03:47:24,18.35,0.0,20.24
2026-01-12 04:02:24,18.68,0.02,24.69
2026-01-12 04:17:24,18.24,0.08,22.37
2026-01-12 04:32:24,18.02,0.03,26.18
2026-01-12 04:47:24,18.12,0.07,22.94
2026-01-12 05:02:24,18.59,0.0,25.69
2026-01-12 05:17:24,18.46,0.07,22.01
2026-01-12 05:32:24,18.73,0.05,24.25
2026-01-12 05:47:24,18.74,0.09,24.83
2026-01-12 06:02:24,18.15,0.0,30.59
2026-01-12 06:17:24,18.83,0.27,29.56
2026-01-12 06:32:24,18.43,0.3,28.83
2026-01-12 06:47:24,18.23,0.2,32.61
2026-01-12 07:02:24,18.61,0.51,29.1
2026-01-12 07:17:24,18.51,1.0,29.97
2026-01-12 07:32:24,18.81,1.1,32.55
2026-01-12 07:47:24,18.56,1.1,33.28
2026-01-12 08:02:24,18.67,1.14,27.92
2026-01-12 08:17:24,18.53,1.17,36.27
2026-01-12 08:32:24,18.62,1.3,34.3
2026-01-12 08:47:24,18.84,1.83,37.17
2026-01-12 09:02:24,18.25,1.92,35.99
2026-01-12 09:17:24,18.75,1.97,33.92
2026-01-12 09:32:24,19.05,1.88,37.9
2026-01-12 09:47:24,18.76,1.75,35.02
2026-01-12 10:02:24,18.64,1.88,30.87
2026-01-12 10:17:24,18.58,1.97,37.8
2026-01-12 10:32:24,18.19,1.89,37.15
2026-01-12 10:47:24,18.98,2.83,41.04
2026-01-12 11:02:24,18.97,2.32,33.72
2026-01-12 11:17:24,18.95,2.3,43.2
2026-01-12 11:32:24,18.68,2.69,43.8
2026-01-12 11:47:24,18.96,2.41,44.47
2026-01-12 12:02:24,18.7,1.07,44.69
2026-01-12 12:17:24,19.5,2.6,43.76
2026-01-12 12:32:24,19.31,2.7,47.79
2026-01-12 12:47:24,19.05,2.41,40.32
2026-01-12 13:02:24,18.9,2.76,43.48
2026-01-12 13:17:24,19.55,2.87,39.32
2026-01-12 13:32:24,18.08,2.1,42.99
2026-01-12 13:47:24,19.14,2.55,47.76
2026-01-12 14:02:24,18.91,2.24,43.52
2026-01-12 14:17:24,18.74,0.66,40.6
2026-01-12 14:32:24,18.65,1.88,32.51
2026-01-12 14:47:24,18.85,2.14,38.65
2026-01-12 15:02:24,18.85,1.65,35.18
2026-01-12 15:17:24,18.86,1.84,35.42
2026-01-12 15:32:24,18.5,1.31,32.49
2026-01-12 15:47:24,19.01,1.26,32.57
2026-01-12 16:02:24,18.73,0.51,31.16
2026-01-12 16:17:24,18.52,1.28,37.04
2026-01-12 16:32:24,18.49,0.81,27.75
2026-01-12 16:47:24,18.92,0.4,38.44
2026-01-12 17:02:24,18.59,0.39,29.79
2026-01-12 17:17:24,18.59,0.28,28.82
2026-01-12 17:32:24,18.62,0.38,24.83
2026-01-12 17:47:24,18.55,0.04,26.81
2026-01-12 18:02:24,18.84,0.0,27.58
2026-01-12 18:17:24,18.86,0.0,33.85
2026-01-12 18:32:24,18.62,0.0,22.22
2026-01-12 18:47:24,18.34,0.08,20.4
2026-01-12 19:02:24,18.55,0.0,16.69
2026-01-12 19:17:24,18.46,0.06,27.76
2026-01-12 19:32:24,18.4,0.17,25.77
2026-01-12 19:47:24,18.26,0.0,27.43
2026-01-12 20:02:24,18.45,0.01,25.03
2026-01-12 20:17:24,19.0,0.0,24.3
2026-01-12 20:32:24,18.64,0.13,21.69
2026-01-12 20:47:24,18.41,0.0,20.92
2026-01-12 21:02:24,18.33,0.12,26.76
2026-01-12 21:17:24,18.82,0.09,24.03
2026-01-12 21:32:24,18.4,0.02,29.37
2026-01-12 21:47:24,18.63,0.0,27.6
2026-01-12 22:02:24,18.03,0.18,27.54
2026-01-12 22:17:24,18.4,0.07,21.24
2026-01-12 22:32:24,18.47,0.1,25.17
2026-01-12 22:47:24,18.2,0.0,31.58
2026-01-12 23:02:24,18.67,0.07,22.71
2026-01-12 23:17:24,18.0,0.0,31.29
2026-01-12 23:32:24,18.85,0.08,24.58
2026-01-12 23:47:24,18.71,0.0,29.43
2026-01-13 00:02:24,18.44,0.1,25.58
2026-01-13 00:17:24,18.96,0.0,28.49
2026-01-13 00:32:24,18.53,0.06,26.94
2026-01-13 00:47:24,18.18,0.14,23.43
2026-01-13 01:02:24,18.52,0.11,30.44
2026-01-13 01:17:24,18.6,0.0,27.15
2026-01-13 01:32:24,18.02,0.14,21.06
2026-01-13 01:47:24,19.28,0.0,27.6
2026-01-13 02:02:24,18.97,0.0,27.39
2026-01-13 02:17:24,18.45,0.04,21.13
2026-01-13 02:32:24,18.42,0.01,20.06
2026-01-13 02:47:24,18.72,0.0,24.56
2026-01-13 03:02:24,18.91,0.0,29.72
2026-01-13 03:17:24,17.78,0.0,23.26
2026-01-13 03:32:24,18.07,0.0,24.9
2026-01-13 03:47:24,18.48,0.0,27.29
2026-01-13 04:02:24,18.2,0.0,29.06
2026-01-13 04:17:24,18.72,0.0,27.96
2026-01-13 04:32:24,18.48,0.0,27.35
2026-01-13 04:47:24,18.62,0.18,26.99
2026-01-13 05:02:24,18.49,0.0,24.87
2026-01-13 05:17:24,18.61,0.0,27.85
2026-01-13 05:32:24,18.6,0.0,25.7
2026-01-13 05:47:24,18.59,0.11,24.4
2026-01-13 06:02:24,19.03,0.0,24.83
2026-01-13 06:17:24,18.02,0.17,26.33
2026-01-13 06:32:24,18.6,0.42,26.83
2026-01-13 06:47:24,18.87,0.39,28.88
2026-01-13 07:02:24,18.38,0.69,31.81
2026-01-13 07:17:24,18.1,0.68,26.31
2026-01-13 07:32:24,18.67,0.99,29.34
2026-01-13 07:47:24,18.45,1.18,29.6
2026-01-13 08:02:24,18.78,1.61,28.26
2026-01-13 08:17:24,19.46,1.21,34.78
2026-01-13 08:32:24,18.92,1.47,32.22
2026-01-13 08:47:24,19.01,1.88,36.03
2026-01-13 09:02:24,18.6,1.91,38.64
2026-01-13 09:17:24,18.47,1.91,31.33
2026-01-13 09:32:24,18.71,1.83,42.58
2026-01-13 09:47:24,18.2,2.24,37.87
2026-01-13 10:02:24,18.93,2.06,36.5
2026-01-13 10:17:24,18.8,2.54,47.12
2026-01-13 10:32:24,19.2,2.2,39.15
2026-01-13 10:47:24,18.84,2.58,45.56
2026-01-13 11:02:24,19.2,2.18,36.88
2026-01-13 11:17:24,18.97,2.46,42.85
2026-01-13 11:32:24,18.68,2.48,38.06
2026-01-13 11:47:24,18.84,2.16,37.48
2026-01-13 12:02:24,18.87,2.02,41.68
2026-01-13 12:17:24,19.16,2.36,38.53
2026-01-13 12:32:24,19.33,2.63,47.57
2026-01-13 12:47:24,19.0,2.72,42.6
2026-01-13 13:02:24,18.5,2.62,41.78
2026-01-13 13:17:24,18.63,2.24,38.09
2026-01-13 13:32:24,19.27,2.05,39.43
2026-01-13 13:47:24,18.81,2.28,33.66
2026-01-13 14:02:24,18.57,1.88,40.11
2026-01-13 14:17:24,18.51,2.1,38.3
2026-01-13 14:32:24,18.72,1.95,37.16
2026-01-13 14:47:24,18.95,2.24,38.51
2026-01-13 15:02:24,19.2,1.87,31.78
2026-01-13 15:17:24,18.27,0.6,30.16
2026-01-13 15:32:24,18.88,1.45,35.36
2026-01-13 15:47:24,18.79,1.02,32.64
2026-01-13 16:02:24,18.43,1.15,30.3
2026-01-13 16:17:24,18.77,1.37,35.06
2026-01-13 16:32:24,18.26,1.02,27.95
2026-01-13 16:47:24,18.85,0.71,32.61
2026-01-13 17:02:24,18.89,0.56,33.0
2026-01-13 17:17:24,18.38,0.44,25.85
2026-01-13 17:32:24,17.86,0.12,29.24
2026-01-13 17:47:24,18.52,0.26,30.39
2026-01-13 18:02:24,18.41,0.0,26.4
2026-01-13 18:17:24,18.74,0.0,29.52
2026-01-13 18:32:24,18.78,0.0,25.98
2026-01-13 18:47:24,18.64,0.16,24.79
2026-01-13 19:02:24,18.23,0.0,27.03
2026-01-13 19:17:24,18.81,0.0,25.18
2026-01-13 19:32:24,19.08,0.04,26.09
2026-01-13 19:47:24,18.87,0.08,33.17
2026-01-13 20:02:24,18.07,0.11,25.71
2026-01-13 20:17:24,17.8,0.0,23.6
2026-01-13 20:32:24,18.88,0.0,28.45
2026-01-13 20:47:24,18.71,0.0,28.3
2026-01-13 21:02:24,18.84,0.03,20.21
2026-01-13 21:17:24,18.4,0.1,28.19
2026-01-13 21:32:24,19.05,0.0,21.78
2026-01-13 21:47:24,18.42,0.27,27.87
2026-01-13 22:02:24,18.76,0.0,17.92
2026-01-13 22:17:24,18.11,0.0,23.14
2026-01-13 22:32:24,18.07,0.04,27.27
2026-01-13 22:47:24,18.99,0.0,23.93
2026-01-13 23:02:24,18.68,0.07,24.6
2026-01-13 23:17:24,18.63,0.11,22.47
2026-01-13 23:32:24,18.47,0.04,20.41
2026-01-13 23:47:24,18.32,0.0,22.33
2026-01-14 00:02:24,18.5,0.06,25.79
2026-01-14 00:17:24,18.74,0.0,26.89
2026-01-14 00:32:24,18.7,0.0,26.02
2026-01-14 00:47:24,18.7,0.12,27.58
2026-01-14 01:02:24,18.44,0.0,24.59
2026-01-14 01:17:24,18.45,0.0,22.64
2026-01-14 01:32:24,18.59,0.01,23.88
2026-01-14 01:47:24,18.68,0.0,22.51
2026-01-14 02:02:24,18.4,0.06,23.5
2026-01-14 02:17:24,18.68,0.0,23.39
2026-01-14 02:32:24,18.54,0.17,30.05
2026-01-14 02:47:24,18.83,0.11,22.01
2026-01-14 03:02:24,18.35,0.04,25.08
2026-01-14 03:17:24,17.84,0.12,28.06
2026-01-14 03:32:24,18.17,0.0,29.26
2026-01-14 03:47:24,18.02,0.0,26.58
2026-01-14 04:02:24,18.81,0.0,26.63
2026-01-14 04:17:24,18.31,0.0,26.1
2026-01-14 04:32:24,18.37,0.01,31.87
2026-01-14 04:47:24,19.11,0.12,28.83
2026-01-14 05:02:24,18.68,0.0,22.59
2026-01-14 05:17:24,18.63,0.0,26.6
2026-01-14 05:32:24,18.1,0.0,30.52
2026-01-14 05:47:24,18.36,0.07,22.77
2026-01-14 06:02:24,19.03,0.12,27.42
2026-01-14 06:17:24,18.66,0.14,26.64
2026-01-14 06:32:24,19.02,0.6,25.78
2026-01-14 06:47:24,18.2,0.67,29.49
2026-01-14 07:02:24,18.8,0.66,27.96
2026-01-14 07:17:24,18.7,0.91,31.5
2026-01-14 07:32:24,18.36,1.0,29.93
2026-01-14 07:47:24,18.32,1.31,28.63
2026-01-14 08:02:24,18.9,1.13,33.37
2026-01-14 08:17:24,18.61,1.26,31.92
2026-01-14 08:32:24,18.53,1.78,32.56
2026-01-14 08:47:24,19.36,2.09,40.94
2026-01-14 09:02:24,19.07,1.83,35.42
2026-01-14 09:17:24,19.25,1.78,37.81
2026-01-14 09:32:24,18.97,2.11,42.85
2026-01-14 09:47:24,19.16,2.24,38.84
2026-01-14 10:02:24,19.0,2.58,38.06
2026-01-14 10:17:24,18.65,2.41,42.49
2026-01-14 10:32:24,18.74,2.35,45.04
2026-01-14 10:47:24,18.66,1.13,39.46
2026-01-14 11:02:24,18.1,2.28,39.96
2026-01-14 11:17:24,18.82,2.54,40.76
2026-01-14 11:32:24,18.87,2.76,46.32
2026-01-14 11:47:24,18.9,2.28,44.79
2026-01-14 12:02:24,19.68,2.43,36.31
2026-01-14 12:17:24,19.2,3.0,48.66
2026-01-14 12:32:24,18.56,1.27,43.86
2026-01-14 12:47:24,18.98,2.16,39.79
2026-01-14 13:02:24,19.1,2.52,41.7
2026-01-14 13:17:24,19.15,1.03,36.53
2026-01-14 13:32:24,19.69,1.24,39.1
2026-01-14 13:47:24,19.31,1.8,38.23
2026-01-14 14:02:24,18.53,1.96,41.59
2026-01-14 14:17:24,19.59,1.78,34.25
2026-01-14 14:32:24,18.76,2.33,39.67
2026-01-14 14:47:24,18.8,1.81,42.74
2026-01-14 15:02:24,18.33,1.57,30.26
2026-01-14 15:17:24,18.71,1.6,33.6
2026-01-14 15:32:24,18.85,1.73,35.92
2026-01-14 15:47:24,19.15,0.41,38.38
2026-01-14 16:02:24,18.65,1.26,28.49
2026-01-14 16:17:24,19.0,1.19,25.01
2026-01-14 16:32:24,18.44,0.85,32.1
2026-01-14 16:47:24,18.63,0.66,34.44
2026-01-14 17:02:24,18.78,0.58,28.45
2026-01-14 17:17:24,19.1,0.51,26.7
2026-01-14 17:32:24,18.44,0.24,21.96
2026-01-14 17:47:24,18.77,0.27,26.43
2026-01-14 18:02:24,18.44,0.05,24.39
2026-01-14 18:17:24,18.5,0.0,24.33
2026-01-14 18:32:24,18.25,0.14,18.45
2026-01-14 18:47:24,18.56,0.0,24.58
2026-01-14 19:02:24,18.43,0.09,28.18
2026-01-14 19:17:24,18.0,0.0,16.78
2026-01-14 19:32:24,18.83,0.02,21.57
2026-01-14 19:47:24,18.56,0.0,25.15
2026-01-14 20:02:24,18.47,0.0,25.7
2026-01-14 20:17:24,18.85,0.03,25.63
2026-01-14 20:32:24,18.43,0.07,25.39
2026-01-14 20:47:24,19.03,0.07,20.57
2026-01-14 21:02:24,18.67,0.0,24.89
2026-01-14 21:17:24,18.22,0.0,23.52
2026-01-14 21:32:24,18.59,0.03,23.43
2026-01-14 21:47:24,18.33,0.02,22.15
2026-01-14 22:02:24,18.72,0.1,23.43
2026-01-14 22:17:24,18.66,0.0,22.53
2026-01-14 22:32:24,18.62,0.15,19.33
2026-01-14 22:47:24,18.99,0.0,22.18
2026-01-14 23:02:24,18.17,0.0,28.54
2026-01-14 23:17:24,19.04,0.0,25.81
2026-01-14 23:32:24,18.52,0.12,28.85
2026-01-14 23:47:24,18.71,0.0,28.12
2026-01-15 00:02:24,18.73,0.03,28.57
2026-01-15 00:17:24,18.06,0.07,17.67
2026-01-15 00:32:24,18.26,0.0,27.84
2026-01-15 00:47:24,18.64,0.0,21.5
2026-01-15 01:02:24,18.64,0.0,28.83
2026-01-15 01:17:24,18.56,0.13,22.61
2026-01-15 01:32:24,18.74,0.08,24.89
2026-01-15 01:47:24,18.92,0.06,23.32
2026-01-15 02:02:24,18.84,0.11,23.57
2026-01-15 02:17:24,19.09,0.0,22.82
2026-01-15 02:32:24,18.89,0.0,20.26
2026-01-15 02:47:24,18.71,0.06,24.74
2026-01-15 03:02:24,18.13,0.04,21.63
2026-01-15 03:17:24,18.77,0.0,22.82
2026-01-15 03:32:24,17.9,0.0,20.74
2026-01-15 03:47:24,18.89,0.0,22.27
2026-01-15 04:02:24,18.19,0.0,25.2
2026-01-15 04:17:24,18.62,0.0,28.0
2026-01-15 04:32:24,18.05,0.0,25.5
2026-01-15 04:47:24,18.55,0.09,29.44
2026-01-15 05:02:24,17.98,0.02,27.87
2026-01-15 05:17:24,19.06,0.0,26.55
2026-01-15 05:32:24,18.62,0.0,22.57
2026-01-15 05:47:24,18.74,0.0,30.44
2026-01-15 06:02:24,18.72,0.0,24.39
2026-01-15 06:17:24,18.64,0.05,27.54
2026-01-15 06:32:24,18.88,0.45,27.18
2026-01-15 06:47:24,18.75,0.56,29.58
2026-01-15 07:02:24,18.59,0.75,29.27
2026-01-15 07:17:24,18.58,1.09,33.69
2026-01-15 07:32:24,18.68,0.99,28.01
2026-01-15 07:47:24,19.36,1.2,31.95
2026-01-15 08:02:24,18.3,1.09,37.9
2026-01-15 08:17:24,18.63,1.57,34.02
2026-01-15 08:32:24,19.35,1.26,37.83
2026-01-15 08:47:24,19.06,1.42,33.71
2026-01-15 09:02:24,18.76,1.83,33.94
2026-01-15 09:17:24,19.36,1.72,38.0
2026-01-15 09:32:24,19.56,2.24,42.97
2026-01-15 09:47:24,18.77,1.87,34.78
2026-01-15 10:02:24,18.76,2.17,38.39
2026-01-15 10:17:24,18.89,2.5,38.61
2026-01-15 10:32:24,19.19,2.04,41.13
2026-01-15 10:47:24,18.8,2.36,39.96
2026-01-15 11:02:24,18.86,2.72,49.93
2026-01-15 11:17:24,19.09,2.52,38.08
2026-01-15 11:32:24,18.45,2.2,40.4
2026-01-15 11:47:24,18.96,2.14,40.93
2026-01-15 12:02:24,18.5,2.07,40.12
2026-01-15 12:17:24,18.96,2.68,45.1
2026-01-15 12:32:24,18.86,2.19,40.99
2026-01-15 12:47:24,19.86,2.82,41.34
2026-01-15 13:02:24,18.69,2.45,41.32
2026-01-15 13:17:24,18.53,0.92,33.12
2026-01-15 13:32:24,18.82,2.55,45.37
2026-01-15 13:47:24,19.13,2.14,38.91
2026-01-15 14:02:24,18.41,0.73,39.75
2026-01-15 14:17:24,18.51,2.08,45.18
2026-01-15 14:32:24,18.9,1.97,32.96
2026-01-15 14:47:24,18.81,1.59,25.84
