DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,9425,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,7540,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5495,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,5128.666667,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
15/05/2020,4136001,81aHJ1q11NBPMrL,0,0,0,1215278736
15/05/2020,4136001,9kRcWv60rDACzjR,0,0,0,2247719577
15/05/2020,4136001,Et9kgGMDl729KT4,0,0,0,1704250
15/05/2020,4136001,IQ2d7wF4YD8zU1Q,0,0,0,19941526
15/05/2020,4136001,LYwnQax7tkwH5Cb,0,0,0,1794958634
15/05/2020,4136001,LlT2YUhhzqhg5Sw,0,0,0,282592810
15/05/2020,4136001,Mx2yZCDsyf6DPfv,0,0,0,2453646
15/05/2020,4136001,NgDl19wMapZy17u,0,0,0,111512591
15/05/2020,4136001,PeE6FRyGXUgsRhN,0,0,0,1348350801
15/05/2020,4136001,Qf4GUc1pJu5T6c6,0,0,0,838421377
15/05/2020,4136001,Quc1TzYxW2pYoWX,0,0,0,329509085
15/05/2020,4136001,V94E5Ben1TlhnDV,0,0,0,1412083119
15/05/2020,4136001,WcxssY2VbP4hApt,0,0,0,181695261
15/05/2020,4136001,mqwcsP2rE7J0TFp,0,0,0,593580025
15/05/2020,4136001,oZ35aAeoifZaQzV,0,0,0,1659965051
15/05/2020,4136001,oZZkBaNadn6DNKz,0,0,0,1708083348
15/05/2020,4136001,q49J1IKaHRwDQnt,0,0,4315,339923
15/05/2020,4136001,rrq4fwE8jgrTyWY,0,0,0,120964108
15/05/2020,4136001,vOuJvMaM2sgwLmb,0,0,0,2211962
15/05/2020,4136001,xMbIugepa2P7lBB,0,0,9166,106656621
15/05/2020,4136001,xoJJ8DcxJEcupym,0,0,0,209143593
15/05/2020,4136001,4UPUqMRk7TRMgml,0,0,0,2429011
